id,a
0,0.6126126126126126
1,0.009009009009009009
2,0.02252252252252252
3,0.01126126126126126
4,0.009009009009009009
5,0.0
6,0.32657657657657657
7,0.5630630630630631
8,0.018018018018018018
9,0.0022522522522522522
10,0.0472972972972973
11,0.0022522522522522522
12,0.27702702702702703
13,0.009009009009009009
14,0.04504504504504504
15,0.015765765765765764
16,0.18468468468468469
17,0.0
18,0.006756756756756757
19,0.11711711711711711
20,0.009009009009009009
21,0.0022522522522522522
22,0.036036036036036036
23,0.0
24,0.0
25,0.08783783783783784
26,0.006756756756756757
27,0.015765765765765764
28,0.009009009009009009
29,0.02927927927927928
30,0.06756756756756757
31,0.009009009009009009
32,0.006756756756756757
33,0.0022522522522522522
34,0.09234234234234234
35,0.0045045045045045045
36,0.013513513513513514
37,0.013513513513513514
38,0.01126126126126126
39,0.0
40,0.036036036036036036
41,0.10135135135135136
42,0.0
43,0.13963963963963963
44,0.038288288288288286
45,0.04279279279279279
46,0.015765765765765764
47,0.01126126126126126
48,0.04054054054054054
49,0.018018018018018018
50,0.04954954954954955
51,0.6058558558558559
52,0.0
53,0.0
54,0.17792792792792791
55,0.0022522522522522522
56,0.04054054054054054
57,0.06756756756756757
58,0.0045045045045045045
59,0.006756756756756757
60,0.04054054054054054
61,0.15765765765765766
62,0.006756756756756757
63,0.07882882882882883
64,0.05405405405405406
65,0.060810810810810814
66,0.0045045045045045045
67,0.006756756756756757
68,0.033783783783783786
69,0.0045045045045045045
70,0.02702702702702703
71,0.03153153153153153
72,0.02027027027027027
73,0.006756756756756757
74,0.0
75,0.036036036036036036
76,0.23198198198198197
77,0.04954954954954955
78,0.01126126126126126
79,0.024774774774774775
80,0.0022522522522522522
81,0.1036036036036036
82,0.02252252252252252
83,0.0
84,0.0
85,0.033783783783783786
86,0.006756756756756757
87,0.02027027027027027
88,0.013513513513513514
89,0.01126126126126126
90,0.03153153153153153
91,0.015765765765765764
92,0.0
93,0.3141516516516517
94,0.09009009009009009
95,0.01126126126126126
96,0.03153153153153153
97,0.009009009009009009
98,0.0022522522522522522
99,0.03153153153153153
100,0.02252252252252252
101,0.16216216216216217
102,0.0022522522522522522
103,0.14189189189189189
104,0.0022522522522522522
105,0.19144144144144143
106,0.038288288288288286
107,0.009009009009009009
108,0.036036036036036036
109,0.06531531531531531
110,0.0
111,0.02702702702702703
112,0.0945945945945946
113,0.0045045045045045045
114,0.0045045045045045045
115,0.0472972972972973
116,0.581081081081081
117,0.02027027027027027
118,0.01126126126126126
119,0.01126126126126126
120,0.036036036036036036
121,0.07432432432432433
122,0.0022522522522522522
123,0.01126126126126126
124,0.0022522522522522522
125,0.0
126,0.02252252252252252
127,0.4166666666666667
128,0.013513513513513514
129,0.006756756756756757
130,0.31756756756756754
131,0.036036036036036036
132,0.07657657657657657
133,0.01126126126126126
134,0.009009009009009009
135,0.01126126126126126
136,0.02027027027027027
137,0.02927927927927928
138,0.013513513513513514
139,0.006756756756756757
140,0.024774774774774775
141,0.05855855855855856
142,0.01126126126126126
143,0.01126126126126126
144,0.11036036036036036
145,0.06531531531531531
146,0.4009009009009009
147,0.009009009009009009
148,0.01126126126126126
149,0.009009009009009009
150,0.0
